XLocation,YLocation,Strength,Goal
70,103,-1,False
152,278,0,False
122,171,1,False
156,92,0,False
80,135,0,False
84,134,0,False
50,142,0,False
195,245,0,False
152,71,0,False
170,286,0,False
163,204,1,False
108,92,0,False
75,183,0,False
59,249,0,False
171,70,0,False
89,233,0,False
171,244,0,False
110,123,0,False
97,119,0,False
123,123,0,False
159,62,0,False
80,133,1,False
114,250,1,False
86,102,0,False
104,105,0,False
95,195,0,False
49,195,0,False
82,93,0,False
127,144,0,False
102,82,0,False
63,113,0,False
50,171,0,False
132,194,0,False
242,16,0,False
194,71,0,False
73,190,0,False
98,66,0,False
81,167,0,True
76,125,0,True
126,153,0,False
123,209,0,False
124,123,0,False
273,39,0,False
65,35,0,False
69,82,0,False
43,108,0,True
61,195,0,False
94,175,0,False
99,46,0,False
69,47,0,False
49,199,0,False
77,204,0,False
109,195,0,False
68,146,0,False
147,269,0,False
197,47,0,False
117,153,0,False
140,93,0,False
104,225,0,False
138,60,0,False
58,147,0,False
54,225,0,False
163,222,0,False
57,96,0,False
85,91,0,False
85,157,0,False
118,269,0,False
45,182,0,False
124,73,0,False
117,90,0,False
37,174,0,False
35,175,0,False
123,140,0,True
54,153,0,False
133,32,0,False
227,281,0,False
56,93,0,False
231,13,0,False
94,27,0,False
282,291,0,False
117,105,0,False
69,67,0,False
83,129,0,False
128,250,0,False
86,117,0,False
113,180,0,False
73,154,0,True
162,17,0,False
188,197,0,False
77,182,0,False
164,261,0,True
186,246,1,False
104,27,0,False
137,273,0,False
142,225,0,False
46,135,0,False
62,165,0,False
70,152,0,False
92,28,0,False
204,143,0,False
162,275,1,False
182,166,1,False
56,155,0,False
137,130,0,False
164,65,0,False
188,218,0,False
76,144,0,False
98,142,0,False
81,156,0,True
182,69,0,False
168,194,0,False
166,231,0,False
65,148,0,False
196,141,1,False
57,194,0,False
125,159,0,False
66,146,0,False
135,89,0,False
122,69,1,False
111,125,0,False
145,141,1,False
196,175,0,False
79,111,-1,True
88,146,0,False
122,189,0,False
105,200,0,False
150,39,0,False
93,189,0,False
84,169,0,False
59,183,0,True
132,199,0,True
90,100,0,False
89,31,0,False
60,122,0,False
131,213,0,False
119,98,0,False
102,191,0,False
53,154,0,False
157,252,0,False
177,150,1,False
60,145,0,True
210,11,0,False
153,225,0,False
204,99,0,False
67,153,0,False
62,153,1,False
94,190,1,True
50,164,-1,False
116,74,0,False
195,273,0,False
118,213,0,False
135,71,1,False
130,151,1,True
81,208,-1,False
49,160,-1,False
278,249,1,False
72,167,0,False
58,163,0,False
205,121,1,False
127,249,0,False
83,136,0,False
94,90,1,False
106,210,1,False
69,117,1,False
154,67,1,False
98,111,1,False
106,95,1,True
127,293,0,False
103,118,0,False
96,148,0,False
191,169,0,True
201,50,0,False
79,183,0,False
165,226,0,False
116,48,0,False
89,274,0,False
162,279,0,False
137,240,0,False
62,153,0,False
187,45,0,False
92,202,0,False
58,132,0,False
79,124,0,False
78,171,0,False
159,70,0,False
165,55,1,False
134,73,1,False
59,149,1,False
118,208,1,False
129,85,0,False
56,159,0,False
63,120,0,False
46,119,0,False
44,123,0,False
154,83,0,False
197,83,0,False
194,26,0,False
32,177,0,True
93,95,0,False
80,183,0,False
59,168,0,False
114,62,0,False
46,135,0,False
208,222,0,False
167,245,0,False
84,21,0,False
171,237,0,False
101,220,0,True
142,188,0,False
186,264,0,False
194,45,0,False
137,267,0,False
84,46,0,False
187,50,0,False
54,176,0,True
69,201,0,True
102,57,0,False
64,166,0,False
66,248,0,False
199,130,1,True
158,38,-1,False
115,98,-1,False
114,198,1,False
47,165,0,False
189,184,0,False
261,150,0,False
254,27,0,False
81,127,0,False
49,208,0,False
97,89,0,False
199,211,0,False
198,254,1,False
122,228,1,True
115,240,-1,False
185,26,-1,False
53,255,1,False
41,177,0,False
188,259,0,False
132,81,0,False
74,169,0,False
45,119,1,False
204,194,0,False
64,177,0,False
56,223,0,False
185,249,0,False
148,188,0,False
63,178,0,False
235,29,0,False
81,113,0,True
86,176,0,True
159,98,1,False
107,84,1,False
153,65,0,False
55,114,0,False
169,223,0,False
80,94,0,False
83,153,0,False
68,151,0,False
91,151,0,False
74,199,0,True
138,50,0,False
74,151,0,False
107,187,0,True
133,216,0,False
252,24,0,False
45,179,0,False
112,99,0,False
47,133,0,False
81,95,0,True
141,171,0,True
211,245,0,False
83,42,0,False
116,209,0,False
52,95,0,False
70,112,0,False
150,73,0,False
68,89,0,False
142,53,0,False
73,63,0,False
122,163,-1,False
140,169,0,False
113,199,0,False
129,214,0,False
153,159,0,False
159,195,0,False
95,95,0,False
52,260,0,False
123,54,0,False
180,243,0,False
203,201,0,False
192,58,0,False
80,257,0,False
167,225,0,True
48,165,0,True
81,167,0,True
206,154,1,False
53,57,1,False
196,199,0,False
84,104,0,False
74,42,0,False
209,29,0,False
211,38,0,False
206,246,0,False
105,85,0,False
61,34,0,False
71,140,0,False
137,228,0,False
46,94,0,False
162,177,0,False
110,81,0,False
80,79,0,False
130,194,0,False
105,149,0,True
201,148,0,False
43,129,0,False
61,145,0,False
146,184,1,False
87,168,0,False
110,120,0,False
171,179,1,True
34,171,0,True
141,63,0,False
91,119,0,False
127,156,0,False
111,115,0,False
73,110,0,False
56,140,0,True
154,149,0,False
76,45,0,False
162,97,0,False
135,80,0,False
44,90,0,False
97,157,0,False
100,201,0,False
67,225,0,False
86,168,0,False
134,275,0,False
111,208,0,False
195,221,0,False
141,102,0,False
197,135,0,False
72,51,0,False
116,52,0,False
119,260,0,False
75,164,0,False
162,200,0,False
135,171,0,False
124,110,0,False
58,57,1,False
166,49,0,False
152,138,0,False
176,43,0,False
79,261,0,False
78,190,-1,False
152,220,1,False
44,113,0,False
93,101,0,False
78,51,0,False
53,156,0,False
78,168,0,False
163,68,0,False
176,229,0,False
143,91,0,False
135,208,0,False
74,119,0,False
57,110,1,False
183,266,0,False
147,123,0,False
116,201,0,False
165,229,0,False
116,100,0,False
110,32,0,False
183,141,0,False
135,17,0,False
208,184,0,False
63,117,0,False
195,87,0,False
75,173,0,False
208,256,0,False
113,115,0,True
236,252,0,False
132,202,0,False
72,63,0,False
49,129,-1,False
55,138,1,False
44,146,1,False
39,157,1,False
105,13,1,False
133,159,1,False
38,122,0,False
93,264,0,False
111,109,0,False
114,266,0,False
181,67,0,False
105,91,0,False
101,94,1,False
74,88,1,False
26,41,-2,False
170,118,1,False
90,141,1,False
56,152,1,False
134,50,1,False
38,121,1,False
203,201,0,False
135,26,0,False
118,42,0,False
209,19,0,True
117,111,0,False
162,55,0,False
196,252,0,False
151,159,0,False
117,63,0,False
117,57,0,False
126,50,0,False
115,46,0,False
177,39,0,False
183,42,0,False
122,37,0,False
51,171,0,True
12,193,0,False
208,282,1,False
207,179,1,False
112,201,1,False
134,121,1,False
171,216,1,False
125,119,0,False
197,51,0,False
191,31,0,False
110,209,0,False
55,162,1,False
74,135,1,True
147,77,-1,False
197,52,0,False
86,212,0,False
162,113,1,False
192,90,1,False
206,141,1,True
74,129,0,False
134,194,0,False
122,28,0,False
57,159,0,False
114,54,0,False
173,76,0,False
104,231,1,False
53,123,0,False
134,153,0,False
206,148,0,False
54,129,0,False
92,238,0,False
64,161,1,False
199,267,1,False
124,91,1,False
151,268,1,False
199,151,0,False
133,161,0,False
176,228,0,False
200,248,1,False
108,213,0,False
58,119,0,True
107,83,0,False
69,201,0,False
128,39,0,False
104,141,0,True
189,113,0,False
134,151,1,False
54,177,1,True
94,186,1,False
133,141,-1,False
202,51,-1,False
208,171,1,True
141,233,-1,False
181,32,0,False
57,146,0,False
114,188,0,False
214,62,0,False
200,63,0,False
158,217,0,False
104,200,1,False
75,159,1,True
120,161,1,False
126,105,0,False
135,66,1,False
60,136,1,False
101,87,0,False
88,148,0,False
130,209,0,False
189,199,0,False
97,216,0,False
192,156,1,False
85,184,0,False
117,130,0,True
81,129,0,False
128,93,0,False
98,91,0,False
205,65,0,False
144,152,0,False
172,59,0,False
175,253,0,False
204,271,0,False
212,143,0,False
193,42,0,False
108,79,0,False
52,188,0,False
100,200,0,False
190,39,0,False
57,119,0,False
111,131,0,False
78,83,0,False
64,100,0,False
111,187,0,False
133,55,0,False
170,77,0,False
209,21,0,False
197,153,1,False
147,103,1,False
122,170,0,False
33,130,0,False
147,64,0,False
159,213,0,False
160,33,0,False
37,147,0,False
38,153,0,False
49,132,0,False
63,203,0,False
92,128,0,False
113,222,0,False
206,39,1,False
161,148,2,False
72,232,2,False
249,267,-1,False
122,101,0,False
104,245,0,False
38,172,0,False
48,172,0,False
152,72,0,False
184,219,0,False
68,172,0,False
188,67,0,False
142,237,0,False
144,172,0,True
166,149,0,False
96,241,0,False
165,63,0,False
111,197,0,True
137,107,0,False
93,139,-1,False
37,124,1,False
54,155,1,False
184,236,0,False
65,136,0,False
62,123,1,False
54,82,-1,False
67,174,1,False
53,183,1,True
128,84,0,False
167,48,0,False
69,88,0,False
102,189,0,False
100,32,0,False
38,123,0,False
134,41,0,False
88,212,0,False
39,151,0,False
103,61,0,False
106,225,0,False
264,241,0,False
128,151,1,False
63,157,1,False
44,161,0,False
83,209,0,False
228,42,1,True
187,195,-1,False
149,50,0,False
173,44,0,False
154,78,0,True
74,131,0,False
45,133,0,False
143,129,1,False
179,251,1,False
209,106,-1,False
80,82,0,False
148,238,0,False
126,246,0,False
125,116,1,False
68,156,1,True
41,107,0,False
57,117,0,False
46,82,1,False
189,256,0,False
191,57,0,False
39,124,0,False
99,207,1,False
89,59,1,False
59,153,1,True
167,266,0,False
62,202,0,True
170,258,0,False
178,218,1,False
62,154,-1,False
33,217,0,False
44,175,0,False
218,252,0,False
203,9,0,False
63,164,0,False
99,27,0,False
188,58,0,False
142,221,0,False
98,148,0,True
117,267,0,False
134,260,0,False
75,66,0,False
75,111,0,False
79,142,0,False
103,69,0,False
101,75,1,False
62,213,0,False
55,127,0,False
138,105,0,False
104,168,0,False
74,246,0,False
58,117,-1,False
104,101,1,False
91,47,1,False
127,129,1,False
207,151,0,False
79,123,0,False
94,234,0,False
56,169,0,False
260,274,0,False
209,265,0,False
199,200,0,True
186,130,0,False
141,131,0,True
138,183,0,False
208,145,0,False
94,153,0,False
70,135,0,True
216,289,0,False
63,178,0,False
38,178,0,False
102,167,0,False
64,196,1,False
48,159,0,False
130,171,0,False
98,103,0,False
164,93,0,False
79,165,0,True
81,201,0,False
110,145,0,False
106,210,0,False
135,206,1,False
112,124,0,False
59,164,0,False
178,43,0,False
188,116,0,False
34,126,0,False
63,125,0,False
48,155,0,True
53,147,0,False
65,120,0,True
112,165,0,False
164,194,0,True
84,142,0,True
54,62,0,False
95,87,0,True
101,93,0,False
87,140,1,False
123,111,1,False
84,134,0,False
100,51,0,False
171,161,0,False
140,93,1,False
173,208,0,False
150,144,0,True
171,214,0,False
128,206,0,False
70,201,0,False
77,166,0,False
100,143,0,False
115,161,0,True
75,195,0,False
154,171,0,False
98,199,0,False
75,186,0,False
111,82,0,False
171,169,0,False
42,113,0,False
178,93,0,False
189,112,0,False
153,52,0,False
101,149,0,True
57,192,0,False
140,153,0,True
53,165,0,False
110,206,-1,False
163,136,1,False
123,144,-1,True
97,73,1,False
135,228,0,False
93,159,0,True
106,144,0,False
74,173,1,False
74,129,1,False
143,258,0,False
52,43,0,False
79,179,0,False
126,163,0,True
112,47,0,False
69,181,0,False
185,244,0,False
86,204,0,False
166,144,0,True
126,70,0,False
163,53,0,False
121,59,0,False
138,237,0,False
49,194,0,False
204,162,0,False
70,128,0,False
200,237,0,False
66,178,0,False
52,97,0,False
42,179,0,False
46,213,0,False
97,159,0,False
84,181,0,False
192,199,0,False
91,251,0,False
165,93,0,False
65,120,0,False
114,63,0,False
205,87,0,False
54,249,0,False
83,43,0,False
57,182,1,False
117,207,0,False
57,161,2,False
69,165,1,False
49,117,0,False
75,165,0,False
152,55,1,False
60,161,1,False
91,181,1,True
206,38,0,False
184,212,1,False
204,207,1,False
192,275,0,False
147,130,0,False
142,57,0,False
42,123,0,True
46,165,0,False
74,59,0,False
242,276,0,False
107,107,0,False
57,233,0,False
81,147,0,False
35,192,0,False
55,137,1,False
146,173,1,False
43,170,1,False
130,256,1,False
216,127,1,False
39,170,0,False
78,172,0,False
62,154,0,False
53,177,0,False
135,140,0,False
138,174,0,False
204,54,0,False
150,167,0,True
52,161,0,False
182,92,0,False
111,190,0,False
56,173,1,False
117,257,1,False
38,165,0,True
46,169,0,True
186,232,0,False
86,64,0,False
134,180,0,False
205,237,0,False
46,132,0,False
36,132,0,False
81,220,0,False
125,223,0,False
82,26,0,False
46,177,0,False
201,267,0,False
171,201,1,False
189,69,1,False
85,147,1,False
48,165,1,True
152,51,-1,False
41,155,-1,False
136,145,1,False
149,263,0,False
87,110,0,False
47,136,0,False
195,69,0,True
125,78,0,False
198,33,0,False
109,75,0,False
250,259,0,False
48,164,0,False
52,91,0,False
57,191,0,False
95,199,0,False
122,233,0,False
149,15,0,False
125,253,0,False
54,159,0,False
122,141,1,False
108,233,1,False
129,248,1,False
136,268,0,False
72,190,1,False
165,54,0,False
161,9,0,False
183,219,0,False
190,243,0,False
117,241,0,False
158,202,0,False
118,67,0,False
104,241,0,False
54,171,0,True
112,19,0,False
133,148,0,False
289,152,0,False
169,242,0,False
74,57,-1,False
130,211,0,False
165,190,0,False
46,236,0,False
200,118,0,True
49,129,0,False
202,84,0,False
115,207,0,False
56,174,0,False
157,159,0,False
45,166,0,False
169,152,0,False
59,152,0,False
99,76,0,False
161,222,0,False
111,63,0,False
70,126,0,False
136,231,1,False
60,117,1,True
158,150,1,False
115,176,-1,False
193,29,0,False
52,159,0,True
104,85,0,False
108,72,0,False
56,156,0,False
74,185,0,False
58,103,1,False
63,125,1,False
67,134,1,False
115,131,0,True
273,249,-1,False
182,97,1,False
197,140,0,False
133,82,0,False
52,171,0,False
123,149,0,False
44,170,0,True
37,183,0,False
47,183,0,False
197,206,0,False
152,199,0,False
105,213,0,False
46,126,0,False
40,132,0,False
36,129,0,False
74,182,0,False
59,168,0,False
96,178,0,False
39,184,0,True
165,203,0,False
108,201,0,False
156,293,0,False
49,134,0,False
293,9,0,False
206,54,0,False
32,135,0,False
207,99,0,False
109,26,0,False
98,179,0,False
180,43,0,False
192,78,0,False
102,153,0,True
102,106,0,False
201,248,0,False
75,104,0,False
73,210,0,False
43,173,0,False
79,221,0,False
58,175,0,False
56,198,0,False
156,87,0,False
75,109,0,True
42,271,0,False
181,263,0,False
196,278,0,False
46,164,0,False
92,270,0,False
76,114,0,False
172,86,0,False
159,247,0,False
128,110,0,False
201,22,0,False
148,56,0,False
141,218,0,False
133,281,0,False
53,116,0,False
179,159,1,False
57,166,0,False
152,194,0,False
132,39,0,False
166,139,0,False
43,169,0,False
127,59,0,False
137,122,0,False
157,23,0,False
240,11,0,False
95,209,0,False
33,134,0,True
122,92,0,False
84,150,0,False
175,9,0,False
105,153,0,True
36,129,1,False
65,115,0,False
252,135,0,True
200,145,0,False
100,162,0,False
146,207,0,False
39,197,0,False
135,185,1,False
142,101,0,False
195,71,0,False
52,129,0,False
144,169,0,False
205,41,0,False
84,105,0,False
171,18,0,False
64,145,0,False
127,26,0,False
108,110,0,False
96,237,0,False
63,140,0,True
138,122,0,False
82,141,0,False
66,130,0,False
76,147,0,False
200,172,1,False
82,170,-1,False
216,111,1,True
59,165,0,True
60,127,0,True
201,172,0,False
54,167,-1,False
207,101,0,False
85,157,0,False
75,171,0,False
91,205,0,False
70,135,0,True
213,58,0,False
170,68,0,False
150,196,0,False
63,163,0,False
148,77,0,False
190,232,1,False
192,118,0,False
189,79,0,False
210,139,0,False
122,156,0,True
166,207,0,False
173,120,0,False
74,177,-1,False
137,45,1,False
60,154,1,False
44,193,1,False
107,155,0,False
55,170,0,False
122,117,0,False
44,184,1,False
157,205,1,False
118,48,1,False
66,97,0,False
43,177,0,False
42,155,0,False
70,155,0,False
209,204,0,False
58,205,0,False
51,263,-1,False
152,235,0,False
167,87,0,False
208,75,0,False
110,249,0,False
57,153,0,False
34,132,0,False
52,150,0,False
48,105,0,False
78,165,0,False
57,180,0,False
64,198,0,True
56,98,0,False
211,187,0,False
93,155,0,False
196,139,0,False
70,184,0,False
114,150,0,False
213,129,0,False
71,191,0,False
141,15,0,False
110,79,0,False
130,291,0,False
153,225,0,False
175,142,0,False
207,46,0,False
86,117,0,False
66,201,0,False
110,165,0,False
48,123,0,False
75,112,0,False
89,139,1,False
49,116,1,False
43,184,0,False
207,203,1,False
81,161,1,False
202,213,1,False
95,186,1,True
130,49,1,False
129,255,1,False
125,225,-1,False
209,57,0,False
201,243,0,False
138,203,0,False
158,266,0,False
56,162,1,False
110,101,1,False
201,69,-1,False
178,176,0,True
78,178,0,False
190,57,0,False
199,51,0,False
85,45,0,False
62,108,0,False
90,147,0,False
278,241,0,False
54,118,0,False
69,75,0,True
193,183,0,False
49,159,0,False
120,250,0,False
176,75,0,False
174,101,0,False
197,254,0,False
137,32,0,False
122,69,0,False
62,99,0,False
130,283,0,False
231,258,0,False
201,44,0,False
204,26,0,False
75,130,0,False
121,45,0,False
49,164,0,True
87,183,1,False
137,219,1,True
199,247,0,False
167,17,0,False
80,245,1,True
137,95,1,False
122,59,1,False
66,186,0,False
107,239,0,False
85,126,0,False
233,156,0,False
118,253,0,False
31,129,0,False
136,49,0,False
107,188,0,False
211,69,0,False
113,101,0,False
122,235,0,False
210,164,1,False
62,132,0,False
80,188,0,True
164,126,0,False
137,163,0,False
114,90,0,False
44,90,0,False
75,96,0,False
154,201,0,False
277,20,0,False
236,90,0,False
125,280,0,False
53,175,0,True
140,65,0,False
117,75,0,False
135,58,0,False
205,97,0,False
208,275,0,False
214,177,0,False
40,125,0,True
174,54,0,False
158,135,0,False
200,232,0,True
99,31,-1,False
171,254,0,True
103,173,0,False
73,274,0,False
142,175,0,False
133,238,0,False
78,163,0,False
79,150,0,False
168,248,0,False
155,167,0,False
105,124,0,False
117,215,1,False
125,176,1,False
107,135,1,False
47,83,-1,False
115,117,1,False
82,190,0,False
60,176,0,False
92,110,0,False
121,93,0,False
149,229,0,False
195,95,0,False
123,199,0,False
94,196,0,True
87,183,1,False
81,169,0,False
88,159,0,False
127,170,0,False
121,153,0,False
100,111,0,False
56,159,0,False
147,72,0,False
186,63,0,False
144,128,0,False
66,153,0,False
141,90,0,False
108,152,0,True
66,170,0,True
135,97,1,False
68,183,-1,False
59,195,0,True
201,56,0,False
75,71,0,False
177,30,1,False
105,195,1,False
69,195,1,True
166,171,-1,False
79,134,0,False
43,219,0,False
126,144,1,False
65,128,1,False
195,247,1,False
111,198,1,False
141,202,1,False
164,222,0,False
140,178,0,False
84,243,0,True
162,213,0,False
78,124,0,False
52,124,0,False
44,178,0,False
46,170,0,False
106,267,0,False
130,119,0,False
196,38,0,False
100,196,0,False
102,56,0,False
95,148,0,False
112,213,0,False
120,209,0,False
92,201,0,False
146,159,0,False
72,147,0,True
42,121,0,False
112,171,0,False
91,175,0,False
113,72,0,False
190,148,0,True
91,141,0,False
66,178,0,False
138,113,1,False
72,117,1,False
198,117,1,False
75,131,0,False
60,124,0,False
166,196,0,True
68,141,0,False
39,127,1,False
38,138,0,False
75,124,0,False
84,207,0,False
110,118,0,False
97,118,0,False
75,185,1,False
125,213,1,False
84,181,1,False
89,92,0,False
137,164,0,False
62,108,1,True
85,134,2,True
102,159,0,False
100,198,1,False
116,159,0,False
122,105,1,False
117,123,1,False
70,89,0,False
76,183,0,True
126,246,1,False
123,160,1,False
215,28,0,False
122,123,0,False
127,234,0,False
156,146,0,False
165,135,0,False
102,159,0,True
146,157,0,False
136,106,0,False
87,251,0,False
46,142,0,False
79,112,1,False
117,223,1,False
198,127,1,False
126,62,0,False
136,248,0,False
204,215,0,False
201,255,0,False
67,162,0,False
58,144,0,False
112,178,0,False
264,130,0,False
53,127,1,True
144,253,1,False
85,93,1,True
61,196,0,False
188,186,1,False
181,106,0,False
201,166,0,False
167,63,0,False
175,151,0,False
63,146,0,False
178,226,0,False
161,123,0,False
147,261,0,False
119,63,0,False
150,30,0,False
127,235,0,False
108,212,0,False
71,146,0,False
187,141,0,False
79,251,0,False
176,48,0,False
277,257,0,False
189,267,0,False
182,206,0,False
66,154,0,False
279,115,0,False
39,137,0,False
75,121,0,False
171,255,0,False
148,30,0,False
43,175,1,False
188,63,1,False
206,40,-1,False
161,93,0,False
65,143,0,False
177,165,0,False
211,23,0,False
153,226,0,False
156,79,0,False
120,228,0,False
260,181,0,False
62,143,0,True
196,75,0,False
152,269,1,False
120,173,-1,False
83,99,1,True
83,243,1,False
62,119,1,True
191,25,0,False
59,111,0,False
73,144,1,False
86,206,1,True
60,177,0,False
200,157,0,False
282,74,0,False
132,67,0,False
51,125,0,False
106,67,0,False
178,262,0,False
149,33,0,False
175,43,0,False
80,173,1,False
114,80,1,True
270,164,0,False
209,267,0,False
153,209,0,False
150,165,0,False
109,74,0,False
203,244,0,False
219,266,0,False
146,247,0,False
73,141,0,False
57,150,0,False
93,218,0,False
140,273,1,False
172,49,0,False
212,186,0,False
125,198,0,False
161,39,0,False
152,33,0,False
105,40,0,False
108,131,0,False
276,255,0,False
178,122,0,False
123,186,0,False
191,269,0,False
153,108,0,False
195,244,0,False
63,135,0,False
194,39,0,False
176,155,1,False
168,61,1,False
92,204,0,False
150,266,0,False
127,63,-1,False
181,240,1,False
80,151,1,True
141,129,1,False
100,229,2,False
59,112,1,False
58,117,0,False
61,183,0,False
39,121,0,False
54,183,0,False
56,165,0,False
185,59,0,False
70,183,0,False
80,99,0,False
43,191,0,False
86,177,1,True
35,124,-1,False
194,81,0,False
107,115,0,True
95,148,0,False
191,205,0,False
120,183,0,False
67,180,0,False
126,94,0,False
184,158,0,False
118,172,0,False
97,168,0,False
52,128,0,False
99,122,1,False
75,129,1,False
112,223,2,False
85,216,2,False
42,116,2,False
86,95,2,False
54,108,2,False
59,208,2,False
95,124,0,False
67,192,0,False
115,161,0,False
100,101,1,False
183,101,2,False
86,183,-2,False
99,189,2,True
124,146,2,False
80,93,1,False
125,117,1,True
203,238,0,False
55,138,-1,True
119,99,0,False
62,99,0,False
136,229,0,False
74,95,0,False
73,195,0,False
91,165,0,True
44,114,0,False
50,183,0,False
124,41,0,False
161,123,0,False
63,247,0,False
98,18,0,False
92,59,0,False
151,53,0,False
87,68,0,False
88,37,0,False
76,210,0,False
93,171,0,False
70,181,1,False
122,43,1,False
135,74,1,False
72,226,1,False
118,48,1,False
183,110,1,False
42,146,1,True
102,243,1,False
210,277,0,False
93,225,0,False
125,104,0,False
135,172,0,False
194,195,0,False
90,105,1,False
82,196,1,False
193,85,0,False
200,121,1,False
81,141,0,True
129,137,1,True
32,75,0,False
60,113,0,False
43,134,0,False
44,167,0,False
44,159,0,False
209,53,0,False
122,270,0,False
105,247,0,False
115,26,0,False
200,181,0,False
186,248,0,False
179,117,0,False
128,190,0,False
122,133,0,False
142,32,0,False
204,271,0,False
195,181,1,False
164,228,1,True
102,21,1,False
136,183,0,False
111,173,0,False
57,134,0,False
113,99,0,False
53,213,0,False
57,171,0,False
37,191,0,False
132,161,0,False
166,229,0,False
80,183,1,False
156,249,1,False
84,125,1,True
38,171,0,True
115,135,0,True
74,166,-1,False
77,154,-1,False
65,167,-1,False
187,34,-1,False
87,249,-1,False
126,203,1,False
62,202,1,True
114,137,0,False
67,101,0,False
140,88,1,False
141,151,1,False
183,158,0,False
140,76,0,False
50,151,0,True
180,224,0,False
104,274,0,False
97,194,0,False
167,75,0,False
62,145,-1,False
147,226,-1,False
98,100,1,False
116,245,0,False
69,150,0,True
102,87,1,False
123,70,1,False
157,138,1,False
51,135,1,False
138,188,1,False
93,182,1,False
212,22,1,False
102,62,1,False
93,141,1,False
70,151,1,False
96,131,0,False
79,170,0,False
164,117,0,False
163,88,0,False
100,148,0,True
194,168,0,False
117,152,0,False
185,212,0,False
180,75,0,False
271,271,0,False
115,78,0,False
45,163,0,False
170,129,0,False
57,174,0,False
63,186,0,False
53,113,0,False
210,100,0,False
161,150,0,False
48,171,0,False
150,287,0,False
138,209,0,False
117,81,0,False
129,188,1,False
148,181,1,False
210,119,-1,False
53,165,0,True
127,90,0,False
145,59,0,True
99,132,-1,False
66,154,1,False
151,159,-1,False
194,106,0,False
157,68,0,False
70,67,0,False
92,183,0,False
150,243,1,False
135,210,1,False
72,157,1,False
127,56,0,False
191,57,0,False
46,78,0,False
37,172,0,False
57,170,1,False
41,130,1,False
88,177,1,False
153,9,0,False
136,51,0,False
84,116,1,False
153,91,1,False
67,117,1,False
201,134,1,False
130,100,1,False
72,248,0,False
270,274,0,False
76,111,0,False
83,201,0,False
198,225,0,False
110,87,0,False
160,265,0,False
64,184,0,False
53,165,0,False
105,214,0,False
112,262,0,False
125,215,0,False
136,147,0,False
129,92,0,False
175,234,0,False
164,201,0,False
57,156,0,False
165,122,0,False
136,195,0,False
51,213,0,False
124,141,1,False
110,204,1,True
118,186,0,False
160,58,0,False
40,173,0,False
99,116,0,False
153,123,0,False
70,110,0,False
116,39,0,False
57,142,0,False
54,72,0,False
80,155,0,False
135,177,0,False
45,273,0,False
121,211,0,False
58,128,0,False
59,173,0,False
66,226,0,False
71,155,0,False
71,238,0,False
56,102,0,False
108,61,1,False
117,39,0,False
210,69,1,False
80,153,0,False
69,167,0,True
135,123,0,False
61,185,0,False
135,51,0,False
164,62,0,False
32,132,1,False
54,151,1,False
206,249,1,False
188,223,1,False
53,184,0,False
107,150,0,False
179,264,0,False
128,276,1,False
62,150,1,False
98,138,1,False
122,136,0,False
83,292,0,False
139,243,1,False
76,152,1,False
66,136,1,False
109,258,1,True
81,93,1,True
81,175,0,False
83,111,0,False
42,152,0,False
144,277,0,False
47,159,0,False
156,235,0,False
85,157,0,False
158,159,0,False
80,121,0,False
121,177,0,True
61,170,0,False
62,143,0,False
100,134,0,False
141,93,0,False
80,162,0,True
190,161,1,False
87,166,1,False
122,75,-1,False
56,141,1,True
70,285,0,False
152,77,0,False
192,133,0,False
95,142,0,True
62,121,0,True
177,212,0,False
166,40,0,False
116,105,0,False
170,239,1,False
90,149,1,False
96,182,1,False
118,158,0,False
187,46,0,False
116,119,0,True
128,68,0,False
159,101,0,False
189,81,0,False
93,116,0,False
85,153,0,False
189,99,0,False
194,252,0,False
157,193,0,False
195,177,0,False
63,154,0,False
57,143,0,True
161,153,0,False
208,31,0,False
69,141,0,False
63,129,0,True
145,175,0,True
52,157,1,False
145,238,0,False
171,199,0,False
175,134,0,False
141,147,0,False
115,165,0,True
196,64,0,False
174,78,0,False
100,157,0,False
185,99,0,False
35,169,0,False
75,157,0,False
122,131,0,False
77,120,0,False
144,84,0,False
65,171,0,False
68,117,0,False
59,129,0,False
155,285,0,False
208,25,0,False
170,282,0,False
90,133,0,True
48,148,0,False
61,146,0,False
96,92,0,False
130,88,0,False
97,149,0,True
164,147,0,False
155,111,0,False
160,141,0,False
73,135,1,True
118,82,1,True
112,133,0,True
122,105,0,False
101,113,0,False
184,151,0,False
169,146,0,True
135,155,0,True
51,135,0,True
104,149,0,False
130,180,0,False
85,175,0,False
96,184,0,False
71,126,0,False
99,151,0,False
111,190,0,False
91,176,0,False
93,104,0,False
141,141,0,False
122,150,0,False
69,148,-1,False
147,116,1,False
71,132,-1,False
82,165,1,True
92,129,0,False
148,93,0,False
164,76,1,False
80,124,1,True
89,153,-1,False
170,241,0,False
125,117,0,False
47,129,1,False
68,191,1,True
45,178,1,False
48,171,1,False
58,128,1,False
156,222,1,False
98,107,1,False
86,225,0,False
177,213,0,False
157,194,0,False
98,213,0,False
63,172,1,False
57,176,0,False
78,143,0,False
71,149,0,False
87,189,0,False
45,175,0,True
88,110,0,False
103,195,0,False
119,160,0,False
125,191,0,False
109,171,0,False
116,178,0,True
118,187,1,False
116,201,0,False
